year,state,month,number
2019,Rondonia,Agosto,5.593
2023,Roraima,Julho,12.0
2020,Pernambuco,Julho,16.0
2015,Maranhão,Agosto,5.411
2020,Espirito Santo,Abril,8.0
2012,Ceará,Janeiro,308.0
2014,Rio Grande do Sul,Fevereiro,27.0
2013,Sergipe,Abril,14.0
2023,Ceará,Fevereiro,36.0
2021,Bahia,Julho,732.0
2014,Piaui,Julho,1.151
2023,Mato Grosso,Setembro,4219.0
2022,Goias,Março,120.0
2022,Pernambuco,Julho,11.0
2021,Mato Grosso,Setembro,5.602
2021,Paraná,Setembro,725.0
2019,Pernambuco,Fevereiro,9.0
2016,Piaui,Janeiro,93.0
2012,Bahia,Dezembro,529.0
2016,Goias,Março,107.0
2016,Tocantins,Junho,1100.0
2020,Mato Grosso,Junho,1960.0
2020,Goias,Novembro,229.0
2018,Pará,Fevereiro,36.0
2017,Santa Catarina,Julho,461.0
2022,Rio de Janeiro,Outubro,33.0
2020,Minas Gerais,Maio,166.0
2014,Santa Catarina,Julho,83.0
2017,Minas Gerais,Janeiro,99.0
2018,Acre,Setembro,4.379
2019,Rio Grande do Norte,Janeiro,20.0
2021,Mato Grosso,Julho,1.715
2021,Amapa,Novembro,103.0
2018,Pará,Outubro,5.028
2017,Alagoas,Novembro,11.0
2018,Mato Grosso do Sul,Abril,94.0
2020,Ceará,Maio,3.0
2022,Bahia,Julho,530.0
2012,Piaui,Maio,352.0
2017,Bahia,Janeiro,150.0
2013,Mato Grosso,Maio,962.0
2013,Rio Grande do Sul,Outubro,113.0
2012,Sergipe,Janeiro,40.0
2017,Santa Catarina,Novembro,164.0
2015,Paraiba,Novembro,190.0
2015,Bahia,Outubro,4.695
2018,Acre,Junho,41.0
2022,Sergipe,Janeiro,5.0
2022,Pernambuco,Outubro,407.0
2019,Maranhão,Outubro,3.645
2021,São Paulo,Junho,136.0
2021,Piaui,Fevereiro,42.0
2015,Mato Grosso do Sul,Janeiro,176.0
2015,Minas Gerais,Outubro,3.393
2021,Paraná,Novembro,210.0
2013,Rio Grande do Sul,Junho,41.0
2016,Santa Catarina,Julho,610.0
2016,São Paulo,Abril,293.0
2021,Tocantins,Março,65.0
2016,Santa Catarina,Setembro,677.0
2014,Rio Grande do Sul,Novembro,54.0
2021,Sergipe,Janeiro,12.0
2021,Goias,Abril,110.0
2012,Santa Catarina,Janeiro,25.0
2016,Roraima,Fevereiro,185.0
2022,Mato Grosso do Sul,Maio,333.0
2015,São Paulo,Agosto,627.0
2020,Maranhão,Agosto,2.162
2017,Maranhão,Janeiro,178.0
2015,Tocantins,Junho,1.118
2022,Goias,Outubro,752.0
2016,Tocantins,Março,132.0
2020,Paraiba,Novembro,181.0
2022,Amazonas,Fevereiro,18.0
2023,Pará,Setembro,9507.0
2021,Goias,Setembro,2.634
2016,Ceará,Setembro,335.0
2023,Amapa,Agosto,69.0
2015,Rio Grande do Sul,Setembro,185.0
2023,Tocantins,Janeiro,59.0
2012,Tocantins,Março,83.0
2013,Distrito Federal,Março,1.0
2022,Mato Grosso,Outubro,1.548
2015,Amazonas,Março,25.0
2015,Paraná,Fevereiro,42.0
2016,Piaui,Julho,746.0
2021,Goias,Outubro,576.0
2015,Minas Gerais,Novembro,1340.0
2017,Maranhão,Junho,644.0
2014,Mato Grosso do Sul,Agosto,296.0
2023,Maranhão,Fevereiro,135.0
2016,Rondonia,Fevereiro,71.0
2021,Minas Gerais,Março,230.0
2013,Rio Grande do Norte,Junho,2.0
2013,Acre,Setembro,3.331
2016,Amazonas,Agosto,3.652
2020,Roraima,Outubro,113.0
2017,Rio Grande do Sul,Setembro,278.0
2013,Ceará,Abril,7.0
2016,Pará,Dezembro,3.051
2012,Paraná,Maio,160.0
2015,Amazonas,Dezembro,474.0
2023,São Paulo,Fevereiro,36.0
2021,Ceará,Maio,13.0
2015,Rio de Janeiro,Agosto,141.0
2016,Amazonas,Setembro,2.785
2018,Amapa,Maio,1.0
2020,Mato Grosso do Sul,Dezembro,195.0
2013,Tocantins,Fevereiro,37.0
2019,Goias,Julho,403.0
2015,Amazonas,Novembro,909.0
2016,Paraiba,Março,3.0
2016,Sergipe,Fevereiro,15.0
2020,Santa Catarina,Novembro,69.0
2016,Rio Grande do Norte,Abril,2.0
2021,Santa Catarina,Janeiro,5.0
2014,São Paulo,Fevereiro,94.0
2016,Maranhão,Setembro,3.109
2012,Goias,Maio,123.0
2015,Rio de Janeiro,Junho,21.0
2019,Paraná,Abril,59.0
2019,Santa Catarina,Outubro,68.0
2017,Amapa,Agosto,28.0
2020,Pará,Julho,2.687
2013,Paraná,Novembro,113.0
2014,Rio de Janeiro,Março,25.0
2019,Goias,Novembro,160.0
2014,Tocantins,Junho,1.343
2022,Amazonas,Março,15.0
2012,Ceará,Junho,33.0
2020,Rio Grande do Norte,Outubro,175.0
2013,Bahia,Dezembro,107.0
2017,Paraiba,Janeiro,23.0
2013,Piaui,Maio,49.0
2013,Rio Grande do Sul,Abril,98.0
2022,Rio Grande do Norte,Fevereiro,3.0
2015,Minas Gerais,Junho,192.0
2015,Rio de Janeiro,Janeiro,86.0
2017,Alagoas,Junho,1.0
2014,Paraiba,Maio,1.0
2022,Alagoas,Julho,1.0
2013,Pernambuco,Dezembro,121.0
2018,Rio Grande do Norte,Junho,6.0
2017,Paraná,Janeiro,53.0
2016,Paraiba,Maio,1.0
2022,Paraiba,Julho,3.0
2018,Acre,Maio,14.0
2018,Rio Grande do Sul,Janeiro,45.0
2012,Maranhão,Fevereiro,84.0
2021,Paraná,Agosto,1.195
2021,Espirito Santo,Fevereiro,13.0
2020,Rio de Janeiro,Dezembro,4.0
2021,Paraiba,Novembro,319.0
2017,Minas Gerais,Agosto,1610.0
2012,Paraná,Outubro,227.0
2018,Minas Gerais,Março,107.0
2017,Rio Grande do Norte,Maio,2.0
2015,Amapa,Dezembro,327.0
2022,Acre,Outubro,1.127
2021,Pará,Março,34.0
2020,Pará,Dezembro,2.184
2022,Santa Catarina,Agosto,425.0
2023,Acre,Novembro,160.0
2021,Distrito Federal,Maio,9.0
2023,Roraima,Fevereiro,168.0
2022,Distrito Federal,Dezembro,0.0
2012,Paraiba,Dezembro,70.0
2015,Goias,Abril,58.0
2017,Acre,Maio,9.0
2021,Goias,Novembro,71.0
2022,Rio Grande do Norte,Dezembro,99.0
2018,Amazonas,Abril,14.0
2022,Roraima,Julho,12.0
2023,Goias,Abril,134.0
2012,Alagoas,Junho,5.0
2016,Rondonia,Agosto,3.551
2016,Paraiba,Julho,20.0
2014,Ceará,Abril,3.0
2012,Rondonia,Janeiro,6.0
2017,Minas Gerais,Março,99.0
2019,Minas Gerais,Abril,85.0
2018,Mato Grosso do Sul,Janeiro,47.0
2017,Tocantins,Maio,626.0
2020,Rio de Janeiro,Março,6.0
2017,Distrito Federal,Novembro,0.0
2022,Rondonia,Outubro,822.0
2019,Mato Grosso do Sul,Outubro,2310.0
2016,Alagoas,Setembro,15.0
2015,Maranhão,Novembro,4.159
2016,Rondonia,Dezembro,138.0
2014,Pará,Março,17.0
2018,Ceará,Julho,29.0
2019,Bahia,Outubro,1.783
2019,Rio Grande do Sul,Novembro,53.0
2022,Ceará,Janeiro,37.0
2016,Piaui,Agosto,1730.0
2022,Piaui,Agosto,1.659
2021,Distrito Federal,Outubro,7.0
2016,Amapa,Dezembro,463.0
2018,Santa Catarina,Fevereiro,48.0
2016,Mato Grosso,Setembro,8.284
2013,Acre,Agosto,1.045
2022,Alagoas,Março,24.0
2012,Rondonia,Abril,21.0
2012,Rio de Janeiro,Outubro,162.0
2012,Sergipe,Dezembro,22.0
2019,Roraima,Setembro,26.0
2019,Ceará,Junho,9.0
2012,São Paulo,Março,138.0
2023,Rondonia,Setembro,2651.0
2013,Rio Grande do Sul,Setembro,356.0
2019,Ceará,Abril,1.0
2016,Pernambuco,Novembro,196.0
2015,Paraná,Abril,77.0
2020,Rio de Janeiro,Agosto,162.0
2016,Pernambuco,Fevereiro,22.0
2023,Goias,Setembro,651.0
2019,São Paulo,Setembro,872.0
2022,Ceará,Fevereiro,21.0
2012,Rio Grande do Sul,Novembro,85.0
2012,Paraná,Agosto,821.0
2014,Mato Grosso,Maio,803.0
2022,Mato Grosso,Fevereiro,472.0
2012,Pará,Outubro,5.946
2020,Santa Catarina,Fevereiro,36.0
2023,Paraiba,Novembro,281.0
2016,Sergipe,Outubro,7.0
2012,Rondonia,Junho,55.0
2018,Bahia,Janeiro,102.0
2018,Rondonia,Fevereiro,7.0
2012,Mato Grosso,Março,419.0
2015,Paraiba,Junho,0.0
2018,Pará,Agosto,2.782
2018,Rio Grande do Norte,Novembro,128.0
2015,Maranhão,Junho,850.0
2023,Piaui,Junho,432.0
2014,Amapa,Abril,1.0
2012,Acre,Setembro,2.796
2020,Goias,Abril,156.0
2017,São Paulo,Setembro,1930.0
2015,Minas Gerais,Dezembro,248.0
2016,Minas Gerais,Agosto,1.563
2016,Amapa,Julho,1.0
2017,Roraima,Julho,3.0
2023,Bahia,Abril,269.0
